ID;INEP;NOME;ENDERECO;MUNICIPIO;UF;GRE
d486da6b-f651-4e81-9013-727f9ae5fae3;25053159;EEEFM CLOVIS PEDROSA;PRACA FRANCISCO PEREIRA DUARTE, SN ZONA RURAL. DISTRITO DE RIBEIRA. 58480-000 Cabaceiras - PB.;Cabaceiras;PB;
75f0239f-22f3-429a-bb2f-bae679257a1d;25053493;ECIT FRANCISCO DEODATO DO NASCIMENTO;AVENIDA AUGUSTO FERNANDES DE OLIVEIRA, SN PREDIO ESCOLAR. CRUZEIRO. 58485-000 São Domingos do Cariri - PB.;São Domingos do Cariri;PB;03ª GRE (Campina Grande)
dcd2ed3b-a8a9-470f-b4cd-e3d0682a2e8d;25053728;ECIT JUAREZ MARACAJA;RUA ALFREDO TEIXEIRA DE FREITAS, 281 PEDREGAL. 58670-000 Gurjão - PB.;Gurjão;PB;05ª GRE (Monteiro)
f275dbae-edae-4011-a66c-43c090eaaf59;25054023;ECIT PROFESSORA NEIR ALVES PORTO;RUA EULALIA DE MEDEIROS PORTO, SN PREDIO. CENTRO. 58675-000 Santo André - PB.;Santo André;PB;05ª GRE (Monteiro)
b80d023a-02a9-4c1a-b078-f9d604bef53c;25054155;EEEF SEVERINO MEDEIROS RAMOS;RUA VICENTE MECIADO, SN MALHADA DA ROCA. ZONA RURAL. 58590-000 São João do Cariri - PB.;São João do Cariri;PB;
355a8100-2fde-4638-8f51-ee7eb4b0706d;25054180;ECIT JORNALISTA JOSE LEAL RAMOS;ALTO DO CRUZEIRO, SN CENTRO. 58590-000 São João do Cariri - PB.;São João do Cariri;PB;05ª GRE (Monteiro)
b70e3eb5-372e-401f-8653-83591ed26d39;25054490;ECI CEL SERVELIANO DE FARIAS CASTRO;RUA EXPEDICIONARIO LUIS TENORIO LEAO, 574 PREDIO. CENTRO. 58595-000 Caraúbas - PB.;Caraúbas;PB;05ª GRE (Monteiro)
d40e3e71-7305-4e0d-afc8-43c47ebb4e78;25054767;EEEFM ANESIO DEODONIO MORENO;RUA HERMES LIRA, 154 ESCOLA. CENTRO. 58396-000 Arara - PB.;Arara;PB;03ª GRE (Campina Grande)
166fd430-57a9-4e62-8098-4f08525b0045;25054783;ECI MONSENHOR JOSE PAULINO;RUA SENADOR RUY CARNEIRO, 30 CENTRO. 58396-000 Arara - PB.;Arara;PB;03ª GRE (Campina Grande)
38d1c5e9-5541-4eec-b80b-04395c99f142;25055046;ECIT JOSE LUIZ NETO;RUA PREFEITO JOAO INACIO DA SILVA, 170 CENTRO. 58170-000 Barra de Santa Rosa - PB.;Barra de Santa Rosa;PB;04ª GRE (Cuité)
0fd51f82-0d37-44a1-8f26-4f1cb3580cb9;25055062;EEEF PROF JOSE COELHO;PRACA FREI MARTINHO, 170 CENTRO. 58170-000 Barra de Santa Rosa - PB.;Barra de Santa Rosa;PB;
cc3a9ede-e272-476d-a569-91ae9b906cb7;25055836;ECI ORLANDO VENANCIO DOS SANTOS;RUA 15 DE NOVEMBRO, SN CENTRO. 58175-000 Cuité - PB.;Cuité;PB;04ª GRE (Cuité)
0610d437-7392-4aee-8eed-aa7e82e6ebc6;25055852;EEEFM ANDRE VIDAL DE NEGREIROS;CAETANO DANTAS CORREA, 222 INSTITUICAO DE ENSIN. CENTRO. 58175-000 Cuité - PB.;Cuité;PB;04ª GRE (Cuité)
18006ff9-2765-48fa-baa6-bb68194293f2;25056581;ECI JOSE VITORINO DE MEDEIROS;RUA ELIEZER FRANCISCO DOS SANTOS, 1447 CENTRO. 58177-000 Sossêgo - PB.;Sossêgo;PB;04ª GRE (Cuité)
4c28bda9-0448-4b5c-96c3-2308eb636914;25056611;EEEF DEP JOSE PEREIRA;RUA JOSE RUFINO, 605 CASA. CENTRO. 58178-000 Nova Floresta - PB.;Nova Floresta;PB;04ª GRE (Cuité)
484f2d7f-e8e7-4739-82ad-ab1fedd4167f;25056620;ECIT JOSE ROLDERICK DE OLIVEIRA;RUA DAMIAO PEDRO DE LIMA SN NOVA FLORESTA PB, 00 SILVESTRE GARCIA. 58178-000 Nova Floresta - PB.;Nova Floresta;PB;04ª GRE (Cuité)
5e98132d-ea80-407b-853e-371e54d04db5;25057146;ECIT ANTONIO GALDINO FILHO;RUA JOSE JOAQUIM DO NASCIMENTO, S N IVO BENICIO. 58150-000 Pocinhos - PB.;Pocinhos;PB;03ª GRE (Campina Grande)
5357931b-d796-450d-bc75-4de20466e4d7;25057820;ECIT JOSE BRONZEADO SOBRINHO;AV JOAQUIM CAVALCANTE DE MORAIS, SN CENTRO. 58398-000 Remígio - PB.;Remígio;PB;03ª GRE (Campina Grande)
4892d3ef-cda3-422c-9e36-181e6a26b8ef;25057839;EEEFM DOUTOR CUNHA LIMA;RUA IDELFONSO JARDELINO DA COSTA 75, CENTRO. 58398-000 Remígio - PB.;Remígio;PB;03ª GRE (Campina Grande)
8290fec1-a65b-40c2-ae40-d7cdbf0d151c;25058304;ECIT DOUTOR TRAJANO NOBREGA;JOSE RUFINO DE CARVALHO, SN JARDIM CRUZEIRO. 58155-000 Soledade - PB.;Soledade;PB;03ª GRE (Campina Grande)
5163dfb4-569f-462c-a57c-a098929fac15;25058371;EEEM PADRE JOSE ANTONIO MARIA IBIAPINA;RUA JOSE CHAGAS DE BRITO, 2 CENTRO. CENTRO. 58155-000 Soledade - PB.;Soledade;PB;03ª GRE (Campina Grande)
0ce2f842-6f91-47f2-a164-32f73ea39f82;25058975;ECIT BENJAMIN MARANHAO;RUA LUIS TARGINO MOREIRA, 300 CENTRO. 58233-000 Araruna - PB.;Araruna;PB;02ª GRE (Guarabira)
b9d9952e-99a6-4724-b705-adb833c7854f;25058991;ECI PEDRO RIBEIRO DE LIMA;VENANCIO TOMAZ DE AQUINO, SN PROXIMO A IGREJA SAN. CENTRO. 58235-000 Riachão - PB.;Riachão;PB;02ª GRE (Guarabira)
fdce54f2-f4c2-41e5-b1c2-227728f9a2e1;25059017;EEEM TARGINO PEREIRA;PRACA JOAO PESSOA, 150 PREDIO ESCOLAR. CENTRO. 58233-000 Araruna - PB.;Araruna;PB;02ª GRE (Guarabira)
dd596c6f-5f97-4192-aed6-e8af9b368a02;25059610;EEEF PERILO DE OLIVEIRA;PRACA PERILO DE OLIVEIRA, 40 ESCOLA. CENTRO. 58230-000 Cacimba de Dentro - PB.;Cacimba de Dentro;PB;02ª GRE (Guarabira)
b07dd4bf-8500-4486-beac-20d49315d602;25059629;ECI HUMBERTO LUCENA;RUA MANOEL OLEGARIO DA SILVA, SN TERREO. SANTO ANTONIO. 58230-000 Cacimba de Dentro - PB.;Cacimba de Dentro;PB;02ª GRE (Guarabira)
9edf5ced-b150-4b2b-b462-e3c4b6d0b8a2;25060058;ECI GOVERNADOR CLOVIS BEZERRA CAVALCANTI;RUA PROFESSOR ODILON MATIAS DE ARAUJO, 156 CENTRO. 58228-000 Dona Inês - PB.;Dona Inês;PB;02ª GRE (Guarabira)
7f941d7a-284e-4826-96f3-63507be07a0e;25060376;ECIT ALFREDO PESSOA DE LIMA;RUA LUIZ FERREIRA DE MELO, SN CENTRO. 58225-000 Solânea - PB.;Solânea;PB;02ª GRE (Guarabira)
b5035303-7748-4a03-bb6d-491e26f743bf;25060384;EEEFM CELSO CIRNE;SAO JOSE, SN PREDIO. CENTRO. 58225-000 Solânea - PB.;Solânea;PB;02ª GRE (Guarabira)
c3ca0448-d834-49b9-a7a3-a69c5965629e;25060392;EEEF PADRE GERALDO DA S PINTO;RUA JOAO MARCELINO PEREIRA, 91 CENTRO. 58225-000 Solânea - PB.;Solânea;PB;02ª GRE (Guarabira)
9cf1b603-47d3-4d9e-a7c1-5852e53495bb;25060406;EEEM ARLINDO RAMALHO;RUA CELSO CIRNE, 488 CENTRO. 58225-000 Solânea - PB.;Solânea;PB;02ª GRE (Guarabira)
5c74f3c1-dc27-48b2-aa3f-690435ec06f4;25060996;ECI DOUTOR TERCILIO TEIXEIRA DA CRUZ;RUA 31 DE MARCO, 582 CENTRO. 58240-000 Tacima - PB.;Tacima;PB;02ª GRE (Guarabira)
b8daa91a-cb7b-4881-a417-fdba0547ef9b;25061003;EEEFM PEDRO TARGINO;PRACA PEDRO TARGINO, 255 PREDIO. CENTRO. 58240-000 Tacima - PB.;Tacima;PB;02ª GRE (Guarabira)
96302477-a35c-4794-b9b5-7e0e7a935b6e;25061402;ECI PREFEITO FRANCISCO APOLINARIO SILVA;FRANCISCO SEBASTIAO PEREIRA, 78 CENTRO. 58140-000 Areial - PB.;Areial;PB;03ª GRE (Campina Grande)
6e774477-9f5a-4cf7-8618-bb802fa4c5bd;25061720;ECIT MONSENHOR JOSE DA SILVA COUTINHO;RUA FLORIANO PEIXOTO, SN ESCOLA. CENTRO. 58135-000 Esperança - PB.;Esperança;PB;03ª GRE (Campina Grande)
2bc2261a-3a7e-431b-8590-48269b42718a;25061739;EEEFM IRINEU JOFFILY;JUVINIANO SOBREIRA, 125 CENTRO. 58135-000 Esperança - PB.;Esperança;PB;03ª GRE (Campina Grande)
9db27561-4fc2-4e0b-8413-a018073f4965;25062069;ECI MARIA JOSE DE SOUZA;RUA JOSE VERISSIMO DE SOUZA, 197 CENTRO. 58145-000 Montadas - PB.;Montadas;PB;03ª GRE (Campina Grande)
dcabf0f1-5e99-41ce-a76e-769aec048c6b;25062220;ECI MONSENHOR JOSE BORGES;RUA LAURA DONATO DE ARAUJO, SN CENTRO. 58119-000 São Sebastião de Lagoa de Roça - PB.;São Sebastião de Lagoa de Roça;PB;03ª GRE (Campina Grande)
5a78f18e-1dea-4692-9a28-318a92bfd281;25062239;EEEF ELIDIO SOBREIRA;RUA JOSE RODRIGUES COURA, 21 CENTRO. 58119-000 São Sebastião de Lagoa de Roça - PB.;São Sebastião de Lagoa de Roça;PB;03ª GRE (Campina Grande)
496c6838-25b5-45f0-abde-b871b3d80f88;25062638;EEEFM PADRE HILDON BANDEIRA;RUA PRESIDENTE JOAO PESSOA, 1485 PREDIO. CENTRO. 58388-000 Alagoa Grande - PB.;Alagoa Grande;PB;03ª GRE (Campina Grande)
12e77039-a77b-4ea8-9f87-5c9e8c39d1dc;25062670;EEEF DEMONSTRACAO ALAGOA GRANDE;RUA CONEGO FIRMINO CAVALCANTE, 959 EM FRENTE A PREFEITU. CENTRO. 58388-000 Alagoa Grande - PB.;Alagoa Grande;PB;03ª GRE (Campina Grande)
3ef5bb8b-b84a-420d-a6aa-54e1baf568cc;25062816;ECIT OSWALDO TRIGUEIRO DE ALBUQUERQUE MELO;RUA RUI BARBOSA, SN CENTRO. 58388-000 Alagoa Grande - PB.;Alagoa Grande;PB;03ª GRE (Campina Grande)
7700a64f-e927-45c2-8015-c0b45d56a8ed;25063340;ECIT MONSENHOR JOSE BORGES DE CARVALHO;RUA MARIA LIMA MARACAJA, 85 CENTRO. 58125-000 Alagoa Nova - PB.;Alagoa Nova;PB;03ª GRE (Campina Grande)
29573a2b-a31f-4b97-b0e4-d09833545ef2;25063359;EEEFM DESEMBARGADOR ARTHUR VIRGINIO DE MOURA;AV MONS JOSE BORGES DE CARVALHO, SN CENTRO. 58128-000 Matinhas - PB.;Matinhas;PB;03ª GRE (Campina Grande)
a3cde008-e741-4dfe-bcc0-c9556bc89e09;25063405;ECIT POETA MARIO VIEIRA DA SILVA;ST CAMARA, SN ZONA RURAL. 58128-000 Matinhas - PB.;Matinhas;PB;03ª GRE (Campina Grande)
dd6a14b5-d3d5-4cec-bea5-3dd5b76e830d;25063421;EEEFM PROFESSOR CARDOSO;AVENIDA SAO SEBASTIAO, 266 VIZINHO AO HOSPITAL. CENTRO. 58125-000 Alagoa Nova - PB.;Alagoa Nova;PB;03ª GRE (Campina Grande)
8f9c44e6-a272-46a5-8602-61877ccd90fa;25064126;EEEFM CARLOTA BARREIRA;PRACA MONSENHOR RUY BARREIRA VIEIRA, SN CENTRO. 58397-000 Areia - PB.;Areia;PB;03ª GRE (Campina Grande)
3c59cd0a-f9a8-453f-8de9-ffbe487223bd;25064134;ECIT MINISTRO JOSE AMERICO DE ALMEIDA;PRACA MINISTRO JOSE AMERICO, 321 PROXIMO A IGREJA DO. CENTRO. 58397-000 Areia - PB.;Areia;PB;03ª GRE (Campina Grande)
21c3bd6c-50f9-41e4-a489-4affbfa048cc;25064142;EEEFM ALVARO MACHADO;RUA FLORIANO PEIXOTO, 00 CENTRO. 58397-000 Areia - PB.;Areia;PB;03ª GRE (Campina Grande)
80fab59c-be2f-4ee1-9d58-a3d1909d908b;25064169;EEEF MONSENHOR JOAO COUTINHO;RUA MANOEL DA SILVA, 374 PREDIO. PEDRO PERAZZO. 58397-000 Areia - PB.;Areia;PB;03ª GRE (Campina Grande)
3fbc578f-fe73-4c43-83a9-deca79d898cd;25064894;ECIT JOSE ROCHA SOBRINHO;AVENIDA GOVERNADOR PEDRO MORENO GONDIM, 00 CONJUNTO MAJOR AUGUSTO BEZERRA. 58220-000 Bananeiras - PB.;Bananeiras;PB;02ª GRE (Guarabira)
08186850-b4ea-4cec-b964-4656e42164e4;25065025;EEEM PROFESSOR PEDRO A DE ALMEIDA;AVENIDA ALUISIO BARBOSA, 0 SITIO BURACO. 58220-000 Bananeiras - PB.;Bananeiras;PB;02ª GRE (Guarabira)
929931cd-d349-461a-8ab8-0d9c16f8fa00;25065513;ECIT EFIGENIO LEITE;AVENIDA SENADOR HUMBERTO LUCENA, SN PROXIMO AO CAMPO DE. CENTRO. 58394-000 Borborema - PB.;Borborema;PB;02ª GRE (Guarabira)
7d05270c-830d-4150-82d5-6c321e5b0273;25065726;ECI ANTONIETA CORREIA DE MENEZES;RUA LUIZ GREGORIO DA SILVA, 00 CONJUNTO CRISTINA MU. CENTRO. 58393-000 Pilões - PB.;Pilões;PB;02ª GRE (Guarabira)
3a4f1e2f-6019-4428-9644-58e0df4d8af8;25065742;EEEFM DOM SANTINO COUTINHO;RUA NORBERTO BARACUHY, 269 PREDIO. CENTRO. 58393-000 Pilões - PB.;Pilões;PB;02ª GRE (Guarabira)
b2318db4-2570-41c3-9cd6-73244d5e2e38;25066013;ECI ANTONIO BENTO;RUA ADALGISA CAVALCANTE, 328 PREDIO. CENTRO. 58395-000 Serraria - PB.;Serraria;PB;02ª GRE (Guarabira)
42a8d342-d63c-4f0e-8aa3-7abfea9198f3;25066021;EEEF FRANCISCO DUARTE;PRACA SENADOR GAMA E MELO, SN CENTRO. 58395-000 Serraria - PB.;Serraria;PB;02ª GRE (Guarabira)
58c88cb6-456c-4a0a-ac56-29250e375fdc;25066374;ECIT AGENOR CLEMENTE DOS SANTOS;RUA MOURA FILHO, SN CONJUNTO SEBASTIAO V. CENTRO. 58390-000 Alagoinha - PB.;Alagoinha;PB;02ª GRE (Guarabira)
8714e0fe-126a-454b-a91e-ed449d0f15da;25066668;EEEM RODRIGUES DE CARVALHO;RUA PROFESSORA MARIA DO CARMO, 2 ESCOLA. CENTRO. 58270-000 Araçagi - PB.;Araçagi;PB;02ª GRE (Guarabira)
78040b72-b08c-4fc3-a4b8-7c9b518adcf6;25066676;ECI FRANCISCO PESSOA DE BRITO;AVENIDA OLIVIO MAROJA SN ARACAGI PB, SN SAO SEBASTIAO. 58270-000 Araçagi - PB.;Araçagi;PB;02ª GRE (Guarabira)
94c9b6a8-eec2-4c87-a3d7-fbd76d154b53;25067133;ECIT ENGENHEIRA MARCIA GUEDES ALCOFORADO DE CARVALHO;RUA 1 DE MAIO, 220 CENTRO. 58255-000 Belém - PB.;Belém;PB;02ª GRE (Guarabira)
eb317578-d78c-4bc5-8104-ef86bdf6c7da;25067141;EEEFM FELINTO ELIZIO;RUA SOLON DE LUCENA, 100 ESCOLA. CENTRO. 58255-000 Belém - PB.;Belém;PB;02ª GRE (Guarabira)
1f9824ca-f7b0-486a-a0ad-7a249c323668;25067460;ECIT PROFESSORA MARIA GERTRUDES DE CARVALHO NEVES;RUA ANTENOR NAVARRO, SN PREDIO. CENTRO. 58253-000 Caiçara - PB.;Caiçara;PB;02ª GRE (Guarabira)
fd097961-2a6d-4cc4-8689-00be7d36f22e;25067478;EEEF DOUTOR JOAO SOARES;AV FRANCISCO CARNEIRO-, 01 PREDIO ESCOLAR. CENTRO. 58253-000 Caiçara - PB.;Caiçara;PB;02ª GRE (Guarabira)
6d1a4d4a-b3a8-4184-b396-da35dae094b8;25067737;ECI PREFEITO JOSE ANTONIO NEVES;RUA FRANCISCO XAVIER DE OLIVEIRA, 21 ESCOLA. CENTRO. 58254-000 Logradouro - PB.;Logradouro;PB;02ª GRE (Guarabira)
d4fc10e9-5563-462b-bded-9f3c5c65e443;25067869;ECI ODILON NELSON DANTAS;RUA JOSE MARINHO DE LUCENA, 20 SANTO ANTONIO. 58208-000 Cuitegi - PB.;Cuitegi;PB;02ª GRE (Guarabira)
7cacb27a-1e08-4370-a3be-06b2b3e648cf;25068075;ECI SAGRADO CORACAO DE JESUS;RUA NOVA, SN CENTRO. 58265-000 Duas Estradas - PB.;Duas Estradas;PB;02ª GRE (Guarabira)
d16dae13-3237-4549-826d-8341978e771b;25068083;EEEF FRANCISCO COSTA;RUA COSTA FILHO, 140 CASA. CENTRO. 58265-000 Duas Estradas - PB.;Duas Estradas;PB;02ª GRE (Guarabira)
1f1ef641-2288-4d03-ac60-c88a4ad931ec;25068342;ECI JOAO DE FREITAS MOUZINHO;RUA JOAO DE FREITAS MOUZINHO, SN CENTRO. 58268-000 Sertãozinho - PB.;Sertãozinho;PB;02ª GRE (Guarabira)
0977e093-506f-4827-a588-dd434318dce9;25068628;ECIT MONSENHOR EMILIANO DE CRISTO;RUA JOAO LORDAO, 125 NORDESTE LL. 58200-000 Guarabira - PB.;Guarabira;PB;02ª GRE (Guarabira)
167f3612-728d-410e-8eba-0450eecf5b79;25068636;ECI JOSE SOARES DE CARVALHO;RUA HENRIQUE PACIFICO, 45 PRIMAVERA. 58200-000 Guarabira - PB.;Guarabira;PB;02ª GRE (Guarabira)
a033fed7-ef4d-42f0-8234-bd3e73fcc3b0;25068644;EEEFM ANTENOR NAVARRO;RUA PREFEITO MANOEL LORDAO, 161 ESCOLA. CENTRO. 58200-000 Guarabira - PB.;Guarabira;PB;02ª GRE (Guarabira)
f426e885-608c-44b1-9c2f-fb822bc93e0f;25068652;EEEF PROFESSOR ANTONIO BENVINDO;RUA PREFEITO MANOEL LORDAO, 161 CENTRO. 58200-000 Guarabira - PB.;Guarabira;PB;02ª GRE (Guarabira)
f5924b52-b676-4e18-893c-5afc48e6d615;25068660;EEEF DEPUTADO GUSTAVO AMORIM DA COSTA;RUA OSEAS AMARAL, 133 CORDEIRO. 58200-000 Guarabira - PB.;Guarabira;PB;02ª GRE (Guarabira)
a11af81e-f696-48e6-b68a-a5c96674144c;25068695;EEEF DESEMBARGADOR PEDRO BANDEIRA;RUA CORONEL JOSE MAURICIO DA COSTA, SN CONJ ASSIS CHATEAUBRIAND. 58200-000 Guarabira - PB.;Guarabira;PB;02ª GRE (Guarabira)
b6312769-522f-4742-bd46-016482856b78;25068709;EEEM JOHN KENNEDY;RUA JOHN KENNEDY, 515 NOVO. 58200-000 Guarabira - PB.;Guarabira;PB;02ª GRE (Guarabira)
1b0e5bc9-aab9-425a-9074-2ef8b4aeed21;25068717;EEEF ABDON MIRANDA;FAZENDA SAO JOSE DO MIRANDA, SN SITIO. ZONA RURAL. 58200-000 Guarabira - PB.;Guarabira;PB;
ba0559fb-6c46-471d-8c06-69a487b62926;25068725;EEEM PROFESSOR EDGARDO JULIO;RUA HERMENEGILDO CUNHA, SN NORDESTE II. 58200-000 Guarabira - PB.;Guarabira;PB;02ª GRE (Guarabira)
84abccf0-dee9-4abd-a66a-a545392da288;25068733;EEEFM JOAO FRANCELINO DA SILVA;RUA VIRGILIO DOS PRAZERES, 210 MUTIRAO. 58200-000 Guarabira - PB.;Guarabira;PB;02ª GRE (Guarabira)
dce20357-3fa4-4663-aff1-be6b8d931468;25069357;ECIT IVAN BICHARA SOBREIRA;8JHC+8XV Lagoa de Dentro, Paraíba;Lagoa de Dentro;PB;14ª GRE (Mamanguape)
a6e09c19-de05-4e40-81be-d1514fce297f;25069373;EEEFM GETULIO VARGAS;RUA DO COMERCIO, 55 AO LADO DA DELEGACIA. CENTRO. 58250-000 Lagoa de Dentro - PB.;Lagoa de Dentro;PB;14ª GRE (Mamanguape)
6fecfb12-69a8-46ff-8914-106543148cf3;25069675;ECIT MAJOR ANTONIO DE AQUINO;ESTRADA DE ACESSO A ALAGOINHA, SN CENTRO. 58354-000 Mulungu - PB.;Mulungu;PB;02ª GRE (Guarabira)
eee0c776-a4ea-46e0-9b45-76da45d5d4be;25069683;EEEFM JARDILINA CRUZ PEREIRA;FAZENDA CACHOEIRINHA, SN ESCOLA. ZONA RURAL. 58354-000 Mulungu - PB.;Mulungu;PB;
6f563ae4-3211-466f-918a-3222233993ce;25069713;EEEF DE LOURENCO;POVOADO DE LOURENCO, SN ZONA RURAL. 58354-000 Mulungu - PB.;Mulungu;PB;
c05abc34-3f3b-4f71-8c17-622cc4d4eeff;25069721;EEEF D AMARO BELTRAO;RUA MONTE ALEGRE, 23 CENTRO. 58354-000 Mulungu - PB.;Mulungu;PB;02ª GRE (Guarabira)
68e454ef-3910-418a-af83-8065332680cd;25070088;ECI SILVIO PORTO;RUA MANOEL ALVES DE SOUZA, 309 CENTRO. 58210-000 Pilõezinhos - PB.;Pilõezinhos;PB;02ª GRE (Guarabira)
80e6d283-b35b-4777-9236-8f7440884224;25070290;EEEFM MONSENHOR WALFREDO LEAL;RUA PROFESSOR ANTONIO FLORENTINO, SN CENTRO. 58213-000 Pirpirituba - PB.;Pirpirituba;PB;02ª GRE (Guarabira)
6c3acfd9-1063-4796-89b2-a3fb6b5ba02b;25070304;EEEF BELMIRA ARRUDA ALCOFORADO;RUA NOVA DESCOBERTA, SN PREDIO. CENTRO. 58268-000 Sertãozinho - PB.;Sertãozinho;PB;02ª GRE (Guarabira)
5185e401-63ab-4744-bd1e-33e6770b3f37;25070312;ECI AUGUSTO DE ALMEIDA;RUA SOLON DE LUCENA, 387 CENTRO. 58213-000 Pirpirituba - PB.;Pirpirituba;PB;02ª GRE (Guarabira)
ae0c55f6-8c2c-44fc-9c31-071ceb71e996;25070576;ECIT MARIA JOSE MIRANDA BURITY;RUA MAJOR COSTA, SN LOGRADOURO. CENTRO. 58260-000 Serra da Raiz - PB.;Serra da Raiz;PB;02ª GRE (Guarabira)
ac0d29fc-8d23-4aad-9feb-5da4b2b711cc;25070584;EEEF PADRE EMIDIO FERNANDES;LARGO DA MATRIZ, 76 PREDIO ESCOLAR. CENTRO. 58260-000 Serra da Raiz - PB.;Serra da Raiz;PB;02ª GRE (Guarabira)
365ce0b8-3744-46db-8431-876861d2635e;25070703;EEEFM CAIC JOSE JOFILLY;RUA JOSE MARQUES FERREIRA, 100 MALVINAS. 58432-545 Campina Grande - PB.;Campina Grande;PB;03ª GRE (Campina Grande)
6accf6f3-9ced-42ee-8ca2-5549fcc20ed0;25071394;ECI MONSENHOR SALES;RUA VEREADOR ANTONIO ALVES PIMENTEL, 317 XXXXXX. CENTRO. 58446-000 Campina Grande - PB.;Campina Grande;PB;
85b653b2-68e2-48c5-ad50-6d765483328b;25071939;ECI AUDIOCOMUNICACAO DE CAMPINA GRANDE DEMOSTENES CUNHA LIMA;RUA PROFESSORA EUTECIA VITAL RIBEIRO, SN CATOLE. 58410-205 Campina Grande - PB.;Campina Grande;PB;03ª GRE (Campina Grande)
7ddd6f24-5252-41a9-9adc-f057390c3574;25072005;EEEFM ADEMAR VELOSO SILVEIRA;RUA JOAO VIRGOLINO DE ARAUJO, 1043 BODOCONGO. 58430-385 Campina Grande - PB.;Campina Grande;PB;03ª GRE (Campina Grande)
74a7b9fe-8f94-4f78-8028-66968fd0a6c6;25072013;ECIT PROFESSOR RAUL CORDULA;RUA GABIO JOSE DE OLIVEIRA ARAUJO, SN CRUZEIRO. 58415-565 Campina Grande - PB.;Campina Grande;PB;03ª GRE (Campina Grande)
24b4ac1a-f98d-4797-9d92-cfb69b2884ef;25072021;EEEFM SENADOR ARGEMIRO DE FIGUEIREDO;AV ELPIDIO DE ALMEIDA, 25 CATOLE. 58410-215 Campina Grande - PB.;Campina Grande;PB;03ª GRE (Campina Grande)
282a8d66-6825-4770-b2bd-ff3fc03fc619;25072030;ECIT NENZINHA CUNHA LIMA;RUA FERNANDES VIEIRA, SN JOSE PINHEIRO. 58407-490 Campina Grande - PB.;Campina Grande;PB;03ª GRE (Campina Grande)
3a70aa0c-bb33-4b99-9075-43c2e20f01c0;25072056;EEEFM POETA CARLOS DRUMOND DE ANDRADE;RUA CAICO, SN MALVINAS. 58433-140 Campina Grande - PB.;Campina Grande;PB;03ª GRE (Campina Grande)
85af381c-af44-4b22-b107-c7907fc2680e;25072064;EEEFM MARIA AUGUSTA LUCENA BRITO;R PEDRO ACACIO GALVAO, SN ZONA RURAL. SITIO LUCAS. 58430-991 Campina Grande - PB.;Campina Grande;PB;
3e5ebef8-e74d-4c31-a5ea-d2a0c22f69b4;25072080;EEEFM NINA ALVES DE LIMA;RUA FRANCISCO ROSA DE FARIAS, SN MONTE SANTO. 58400-710 Campina Grande - PB.;Campina Grande;PB;03ª GRE (Campina Grande)
966e55cf-6ad3-4871-a0b0-29bac425f5d4;25072099;ECI ASSIS CHATEAUBRIAND;AVENIDA TAVARES, 2500 SANTO ANTONIO. 58406-175 Campina Grande - PB.;Campina Grande;PB;03ª GRE (Campina Grande)
b8cc4b3b-5474-41f7-9859-de627faa5126;25072102;ECI DEPUTADO ALVARO GAUDENCIO DE QUEIROZ;RUA DOS JUCAS, SN MALVINAS. 58432-599 Campina Grande - PB.;Campina Grande;PB;03ª GRE (Campina Grande)
cbf9674c-14d7-4b6f-a4fb-dc90d57c42d8;25072110;ECI FELIX ARAUJO;SEVERINO PIMENTEL, SN LIBERDADE. 58414-150 Campina Grande - PB.;Campina Grande;PB;03ª GRE (Campina Grande)
f6aa5c2c-ebc1-45a7-9b11-fbf13995083c;25072129;EEEFM SAO SEBASTIAO;RUA ESTELITA CRUZ, 307 AO LADO DO SEMINARIO. ALTO BRANCO. 58401-470 Campina Grande - PB.;Campina Grande;PB;03ª GRE (Campina Grande)
8b1f1fbf-dbd1-48b0-b9cb-96fe47ffbf3a;25072137;ECIT PROFESSOR ANESIO LEAO;RUA XV DE NOVEMBRO, SN PALMEIRA. 58401-075 Campina Grande - PB.;Campina Grande;PB;03ª GRE (Campina Grande)
884d0abe-3e29-47f8-8703-77c1fb6292a9;25072145;EEEFM DOM LUIZ GONZAGA FERNANDES;RUA DAS PITOMBEIRAS, SN MALVINAS. 58432-791 Campina Grande - PB.;Campina Grande;PB;03ª GRE (Campina Grande)
2dad720e-765e-407e-bea2-a88a10cd2201;25072153;ECIT SEVERINO CABRAL;RUA JOAQUIM AMORIM JUNIOR, SN BODOCONGO. 58430-200 Campina Grande - PB.;Campina Grande;PB;03ª GRE (Campina Grande)
d7907730-0202-4acd-86e2-dd00a5f20cb6;25072161;EEEF NOSSA SENHORA DO ROSARIO;RUA NILO PECANHA, 250 PRATA. 58400-515 Campina Grande - PB.;Campina Grande;PB;03ª GRE (Campina Grande)
be94a0ec-4b61-46d9-982e-223604cd63a7;25072196;EEEF ANTONIO VICENTE;RUA SILVA JARDIM, 1196 PREDIO. JOSE PINHEIRO. 58407-333 Campina Grande - PB.;Campina Grande;PB;03ª GRE (Campina Grande)
5cbb6c69-a8f2-40f9-b345-bc23e07e4750;25072200;EEEF AUGUSTO DOS ANJOS;RUA PARAIBA, 240 LIBERDADE. 58410-066 Campina Grande - PB.;Campina Grande;PB;03ª GRE (Campina Grande)
